id,Date ,customer_name,email,product name,Location _ CITY , Total Buying  , Sttore_ Revenue  , store_ profit  ,Medium_ Buying ,payment MOde 
165,4/8/2024,Nert,ndaughton4k@free.fr,Chips & Namkeens,Mumbai," ? 7,309.00 "," ? 472,765.00 "," ? 73,075.00 ",Offline,Card
166,4/9/2024,Giffard,gwilford4l@state.tx.us,Paneer & Tofu Batter & Chutney,Kolkata," ? 5,076.00 "," ? 199,274.00 "," ? 73,010.00 ",Online,paytm
167,10/13/2024,Doroteya,dsorrell4m@mapquest.com,Pasta & Vermicelli,Mumbai," ? 9,669.00 "," ? 380,510.00 "," ? 80,992.00 ",Online,Card
168,10/4/2024,Ivonne,ijagoe4n@hubpages.com,Herbs & Others Premium Fruits & Vegetables,jaipur," ? 8,346.00 "," ? 117,609.00 "," ? 34,121.00 ",Online,Card
169,5/15/2024,Zsa zsa,zfeldberger4o@miibeian.gov.cn,Biscuits,Banglore," ? 7,040.00 "," ? 118,375.00 "," ? 37,246.00 ",Offline,Card
170,6/7/2024,Salomo,sabel4p@a8.net,Milk & Milk Products Cheese,Pune," ? 7,437.00 "," ? 301,358.00 "," ? 95,029.00 ",Online,G-pay
171,2/12/2024,Mackenzie,mkamen4q@tinypic.com,Herbs & Others Premium Fruits & Vegetables,Hyderabad," ? 5,197.00 "," ? 144,853.00 "," ? 58,520.00 ",Offline,G-pay
172,6/23/2024,Bennie,bbroadbury4r@tmall.com,Fresh Fruits,Ahemdabad," ? 7,751.00 "," ? 802,799.00 "," ? 54,595.00 ",Online,paytm
173,4/26/2024,Constantia,cdavenell4s@yandex.ru,Fresh Fruits,Banglore," ? 6,801.00 "," ? 816,915.00 "," ? 74,490.00 ",Online,COD
174,8/27/2024,Margarita,mbatty4t@ted.com,Basic Vegetables Roots,Amravati," ? 6,871.00 "," ? 379,509.00 "," ? 28,996.00 ",Offline,G-pay
175,5/10/2024,Trip,tcroll4u@hexun.com,Fresh Fruits,Amravati," ? 6,408.00 "," ? 250,462.00 "," ? 62,208.00 ",Offline,Card
176,11/21/2024,Murdoch,mcarnall4v@friendfeed.com,Basic Vegetables Roots,Rajkot," ? 9,538.00 "," ? 325,709.00 "," ? 25,477.00 ",Online,G-pay
177,8/10/2024,Jilli,jfarndon4w@imdb.com,Pasta & Vermicelli,Amravati," ? 8,567.00 "," ? 891,165.00 "," ? 94,126.00 ",Offline,paytm
178,1/19/2024,Carolina,cmclagain4x@posterous.com,Noodles,Mumbai," ? 9,650.00 "," ? 377,469.00 "," ? 65,209.00 ",Offline,paytm
179,8/20/2024,Sharon,sdegnen4y@yahoo.co.jp,Basic Vegetables Roots,Ahemdabad," ? 5,225.00 "," ? 393,377.00 "," ? 87,764.00 ",Online,Card
180,7/24/2024,Merill,mmellsop4z@wired.com,Milk & Milk Products Cheese,," ? 6,617.00 "," ? 919,840.00 "," ? 59,407.00 ",Offline,paytm
181,11/25/2024,Leora,lmctear50@1688.com,Pasta & Vermicelli,Delhi," ? 9,179.00 "," ? 380,129.00 "," ? 17,126.00 ",Offline,paytm
182,4/8/2024,Deeyn,dlodwig51@umn.edu,Paneer & Tofu Batter & Chutney,Mumbai," ? 5,684.00 "," ? 776,336.00 "," ? 39,626.00 ",Online,paytm
183,1/17/2024,Bordy,bskones52@utexas.edu,Basic Vegetables Roots,Hyderabad," ? 8,233.00 "," ? 798,484.00 "," ? 16,046.00 ",Offline,COD
184,2/12/2024,Kassi,kbaldack53@trellian.com,Chocolates & Candies,Banglore," ? 7,033.00 "," ? 394,321.00 "," ? 92,303.00 ",Online,paytm
185,6/18/2024,Jessy,jwoloschinski54@princeton.edu,Noodles,Surat," ? 7,328.00 "," ? 832,667.00 "," ? 43,141.00 ",Offline,Card
186,8/20/2024,Nanni,nselly55@imdb.com,Herbs & Others Premium Fruits & Vegetables,," ? 8,829.00 "," ? 346,280.00 "," ? 94,616.00 ",Offline,COD
187,5/7/2024,Dannye,dcardew56@census.gov,Paneer & Tofu Batter & Chutney,Delhi," ? 6,263.00 "," ? 347,490.00 "," ? 21,626.00 ",Offline,paytm
188,12/17/2023,Elvira,ereidshaw57@jimdo.com,Herbs & Others Premium Fruits & Vegetables,Kolkata," ? 7,491.00 "," ? 915,994.00 "," ? 33,356.00 ",Offline,paytm
189,2/22/2024,Adella,amold58@omniture.com,Milk & Milk Products Cheese,Hyderabad," ? 6,298.00 "," ? 610,194.00 "," ? 35,960.00 ",Offline,G-pay
190,9/11/2024,Meir,mphinnis59@i2i.jp,Drinks & Juices,Kolkata," ? 5,082.00 "," ? 787,354.00 "," ? 59,785.00 ",Offline,COD
191,10/24/2024,Casey,cheinert5a@stumbleupon.com,Pasta & Vermicelli,jaipur," ? 8,942.00 "," ? 150,422.00 "," ? 34,702.00 ",Online,paytm
192,4/9/2024,Sisile,stopham5b@vistaprint.com,Herbs & Others Premium Fruits & Vegetables,," ? 9,141.00 "," ? 568,111.00 "," ? 10,527.00 ",Offline,Card
193,5/29/2024,Abraham,agartell5c@deliciousdays.com,Chocolates & Candies,Surat," ? 8,303.00 "," ? 831,560.00 "," ? 64,175.00 ",Online,G-pay
194,10/18/2024,Adella,amillard5d@flickr.com,Biscuits,Kolkata," ? 9,267.00 "," ? 710,559.00 "," ? 19,733.00 ",Offline,paytm
195,2/22/2024,Donalt,dcavolini5e@paginegialle.it,Pasta & Vermicelli,Mumbai," ? 5,697.00 "," ? 768,672.00 "," ? 37,851.00 ",Online,Card
196,3/21/2024,Kurtis,khadlington5f@theglobeandmail.com,Chocolates & Candies,Delhi," ? 9,318.00 "," ? 488,137.00 "," ? 56,314.00 ",Offline,Card
197,7/19/2024,Gilberte,ghernik5g@unc.edu,Chocolates & Candies,Amravati," ? 5,276.00 "," ? 498,376.00 "," ? 73,523.00 ",Online,COD
198,4/16/2024,Lianne,lkondrat5h@google.com,Fresh Fruits,Hyderabad," ? 5,755.00 "," ? 575,086.00 "," ? 32,752.00 ",Offline,paytm
199,9/5/2024,Dredi,drackstraw5i@wikimedia.org,Drinks & Juices,Surat," ? 7,061.00 "," ? 484,773.00 "," ? 72,891.00 ",Online,Card
200,3/4/2024,Auberon,apicton5j@princeton.edu,Biscuits,Hyderabad," ? 7,207.00 "," ? 818,678.00 "," ? 29,885.00 ",Offline,Card
201,10/10/2024,Wolfie,wwholesworth5k@blinklist.com,Drinks & Juices,Ahemdabad," ? 9,054.00 "," ? 279,297.00 "," ? 28,069.00 ",Offline,Card
202,3/8/2024,Jeralee,jwellsman5l@cargocollective.com,Pasta & Vermicelli,Rajkot," ? 7,140.00 "," ? 952,386.00 "," ? 96,267.00 ",Offline,paytm
203,7/3/2024,Lynnelle,lwildes5m@cnn.com,Pasta & Vermicelli,Amravati," ? 5,207.00 "," ? 379,388.00 "," ? 55,603.00 ",Offline,G-pay
204,2/3/2024,Miran,mscotson5n@wikia.com,Noodles,Banglore," ? 5,856.00 "," ? 784,578.00 "," ? 16,764.00 ",Online,paytm
205,11/30/2024,Remington,rwillans5o@hexun.com,Biscuits,Mumbai," ? 6,776.00 "," ? 367,795.00 "," ? 22,986.00 ",Offline,G-pay
206,11/1/2024,Livvyy,lmaffi5p@sphinn.com,Paneer & Tofu Batter & Chutney,Hyderabad," ? 6,279.00 "," ? 858,852.00 "," ? 13,023.00 ",Offline,COD
207,10/28/2024,Benton,bmaxsted5q@dailymotion.com,Herbs & Others Premium Fruits & Vegetables,Rajkot," ? 9,570.00 "," ? 943,389.00 "," ? 82,835.00 ",Offline,G-pay
208,7/1/2024,Putnem,pgrevel5r@sbwire.com,Biscuits,Surat," ? 9,013.00 "," ? 185,557.00 "," ? 49,638.00 ",Offline,COD
209,3/14/2024,Page,prushmer5s@youku.com,Fresh Fruits,Delhi," ? 9,271.00 "," ? 309,304.00 "," ? 26,253.00 ",Online,Card
210,5/17/2024,Ulberto,uclericoates5t@vkontakte.ru,Chocolates & Candies,Kolkata," ? 8,450.00 "," ? 371,526.00 "," ? 19,579.00 ",Offline,G-pay
211,5/2/2024,Son,sdickerline5u@sakura.ne.jp,Chocolates & Candies,," ? 5,568.00 "," ? 956,078.00 "," ? 83,018.00 ",Offline,G-pay
212,4/10/2024,Dido,divancevic5v@arizona.edu,Drinks & Juices,Mumbai," ? 7,834.00 "," ? 254,695.00 "," ? 91,019.00 ",Offline,Card
213,10/11/2024,Prissie,pstolte5w@disqus.com,Milk & Milk Products Cheese,Surat," ? 8,487.00 "," ? 797,684.00 "," ? 18,269.00 ",Online,paytm
214,2/17/2024,Angelle,acarbett5x@mapquest.com,Paneer & Tofu Batter & Chutney,Mumbai," ? 7,048.00 "," ? 358,490.00 "," ? 16,416.00 ",Offline,COD
215,5/28/2024,Dallas,dfishlee5y@adobe.com,Noodles,Hyderabad," ? 8,885.00 "," ? 623,187.00 "," ? 78,907.00 ",Offline,paytm
216,3/25/2024,Oran,oqualtrough5z@cnet.com,Noodles,Rajkot," ? 5,591.00 "," ? 325,792.00 "," ? 86,198.00 ",Offline,Card
217,7/23/2024,Natividad,nhooke60@mashable.com,Chips & Namkeens,Ahemdabad," ? 8,152.00 "," ? 211,004.00 "," ? 65,701.00 ",Offline,paytm
218,8/5/2024,Joly,jheinreich61@bluehost.com,Herbs & Others Premium Fruits & Vegetables,," ? 7,604.00 "," ? 317,151.00 "," ? 87,490.00 ",Offline,COD
219,9/26/2024,Mia,msupple62@bravesites.com,Fresh Fruits,Kolkata," ? 6,005.00 "," ? 975,135.00 "," ? 21,427.00 ",Offline,paytm
220,1/31/2024,Norbert,nstlouis63@a8.net,Fresh Fruits,jaipur," ? 6,133.00 "," ? 569,441.00 "," ? 39,573.00 ",Offline,paytm
221,8/16/2024,Joane,jketchell64@instagram.com,Drinks & Juices,Banglore," ? 5,259.00 "," ? 249,939.00 "," ? 12,854.00 ",Online,paytm
222,4/5/2024,Rebekah,ragastina65@newsvine.com,Chocolates & Candies,Rajkot," ? 6,370.00 "," ? 370,805.00 "," ? 28,907.00 ",Online,Card
223,9/26/2024,Letizia,lkarpmann66@china.com.cn,Drinks & Juices,Banglore," ? 7,918.00 "," ? 853,760.00 "," ? 41,566.00 ",Online,G-pay
224,3/14/2024,Perl,phenbury67@addtoany.com,Chips & Namkeens,Surat," ? 9,765.00 "," ? 319,464.00 "," ? 74,254.00 ",Online,COD
225,11/4/2024,Harold,hglossop68@nytimes.com,Biscuits,Ahemdabad," ? 6,131.00 "," ? 330,831.00 "," ? 50,203.00 ",Online,COD
226,3/8/2024,Agnes,adencs69@time.com,Noodles,Ahemdabad," ? 7,119.00 "," ? 573,057.00 "," ? 22,942.00 ",Offline,Card
227,10/15/2024,Ellyn,esunnex6a@list-manage.com,Milk & Milk Products Cheese,Surat," ? 9,812.00 "," ? 537,808.00 "," ? 34,234.00 ",Online,Card
228,6/2/2024,Verla,vcapstake6b@about.com,Herbs & Others Premium Fruits & Vegetables,," ? 6,420.00 "," ? 174,318.00 "," ? 99,913.00 ",Online,paytm
229,12/7/2024,Whitman,wsmallbone6c@wufoo.com,Biscuits,Kolkata," ? 7,034.00 "," ? 682,470.00 "," ? 45,575.00 ",Offline,paytm
230,9/16/2024,Grata,gmclanaghan6d@about.me,Chocolates & Candies,Mumbai," ? 7,290.00 "," ? 352,081.00 "," ? 59,854.00 ",Online,COD
231,12/22/2023,Con,ctzuker6e@japanpost.jp,Noodles,Surat," ? 9,739.00 "," ? 972,805.00 "," ? 59,219.00 ",Offline,G-pay
232,11/6/2024,Ashley,alinguard6f@sbwire.com,Drinks & Juices,Rajkot," ? 7,322.00 "," ? 543,144.00 "," ? 18,439.00 ",Offline,Card
233,7/15/2024,Timmy,tdaton6g@over-blog.com,Fresh Fruits,Banglore," ? 9,816.00 "," ? 984,237.00 "," ? 21,125.00 ",Online,Card
234,10/5/2024,Ange,avennart6h@edublogs.org,Pasta & Vermicelli,Pune," ? 7,219.00 "," ? 855,324.00 "," ? 32,138.00 ",Offline,G-pay
235,3/4/2024,Kizzee,kkeune6i@bbb.org,Herbs & Others Premium Fruits & Vegetables,Rajkot," ? 8,944.00 "," ? 847,047.00 "," ? 39,938.00 ",Offline,paytm
236,6/7/2024,Konrad,ksteketee6j@edublogs.org,Paneer & Tofu Batter & Chutney,," ? 6,667.00 "," ? 382,329.00 "," ? 89,053.00 ",Offline,paytm
237,12/22/2023,Henry,habbe6k@wikipedia.org,Paneer & Tofu Batter & Chutney,," ? 7,335.00 "," ? 410,887.00 "," ? 46,473.00 ",Offline,Card
238,3/2/2024,Tawsha,tfeenan6l@symantec.com,Herbs & Others Premium Fruits & Vegetables,Surat," ? 6,724.00 "," ? 286,019.00 "," ? 63,147.00 ",Offline,COD
239,7/13/2024,Archie,acasbourne6m@google.com.br,Chips & Namkeens,Surat," ? 7,584.00 "," ? 366,874.00 "," ? 37,104.00 ",Offline,G-pay
240,6/12/2024,Reynold,rhadfield6n@slideshare.net,Herbs & Others Premium Fruits & Vegetables,Pune," ? 9,648.00 "," ? 128,724.00 "," ? 82,973.00 ",Offline,G-pay
241,7/20/2024,Monro,mcasetti6o@tamu.edu,Herbs & Others Premium Fruits & Vegetables,Ahemdabad," ? 6,112.00 "," ? 821,423.00 "," ? 34,087.00 ",Online,paytm
242,10/5/2024,Dorisa,dellit6p@va.gov,Fresh Fruits,," ? 5,818.00 "," ? 330,506.00 "," ? 33,277.00 ",Online,G-pay
243,11/9/2024,Sarge,stitcumb6q@bandcamp.com,Chips & Namkeens,Mumbai," ? 9,307.00 "," ? 363,992.00 "," ? 64,014.00 ",Offline,G-pay
244,10/30/2024,Thadeus,tsuttle6r@altervista.org,Chocolates & Candies,Hyderabad," ? 9,680.00 "," ? 947,521.00 "," ? 15,462.00 ",Online,Card
245,5/24/2024,Wyn,wsedworth6s@ibm.com,Drinks & Juices,Mumbai," ? 7,776.00 "," ? 975,905.00 "," ? 55,752.00 ",Offline,Card
246,3/19/2024,Shayne,sragg6t@telegraph.co.uk,Chips & Namkeens,jaipur," ? 7,441.00 "," ? 682,486.00 "," ? 14,858.00 ",Offline,COD
247,8/11/2024,Stacey,smcnamee6u@bigcartel.com,Chips & Namkeens,Banglore," ? 5,843.00 "," ? 158,646.00 "," ? 25,644.00 ",Offline,G-pay
248,9/20/2024,Gwenore,gduhig6v@behance.net,Biscuits,Ahemdabad," ? 5,598.00 "," ? 968,317.00 "," ? 23,276.00 ",Offline,COD
249,1/16/2024,Lincoln,lforsbey6w@adobe.com,Milk & Milk Products Cheese,Banglore," ? 7,553.00 "," ? 583,605.00 "," ? 39,655.00 ",Online,G-pay
250,4/15/2024,Scottie,sdennes6x@time.com,Paneer & Tofu Batter & Chutney,Kolkata," ? 8,511.00 "," ? 246,852.00 "," ? 28,088.00 ",Offline,paytm
251,8/3/2024,Chariot,cbettleson6y@infoseek.co.jp,Chocolates & Candies,jaipur," ? 8,134.00 "," ? 494,695.00 "," ? 86,522.00 ",Online,G-pay
252,1/19/2024,Anallise,ahindmore6z@sitemeter.com,Pasta & Vermicelli,Amravati," ? 8,738.00 "," ? 733,199.00 "," ? 84,026.00 ",Online,G-pay
253,12/5/2024,Nicole,nvesty70@themeforest.net,Basic Vegetables Roots,Pune," ? 8,510.00 "," ? 908,604.00 "," ? 36,427.00 ",Online,G-pay
254,1/22/2024,Cecilio,cpomery71@vk.com,Drinks & Juices,Kolkata," ? 5,911.00 "," ? 871,053.00 "," ? 38,645.00 ",Online,Card
255,5/10/2024,Muire,mbleasby72@is.gd,Noodles,Amravati," ? 8,830.00 "," ? 527,251.00 "," ? 37,263.00 ",Online,COD
256,11/8/2024,Arthur,atregea73@google.com.hk,Noodles,Banglore," ? 8,527.00 "," ? 529,788.00 "," ? 90,809.00 ",Online,G-pay
257,9/14/2024,Sharity,sinsoll74@hexun.com,Fresh Fruits,Banglore," ? 7,239.00 "," ? 992,666.00 "," ? 65,422.00 ",Offline,G-pay
258,4/22/2024,Conan,chubbock75@themeforest.net,Herbs & Others Premium Fruits & Vegetables,Ahemdabad," ? 5,409.00 "," ? 471,154.00 "," ? 47,398.00 ",Online,COD
259,2/7/2024,Belva,blebrum76@goo.gl,Chips & Namkeens,Amravati," ? 5,212.00 "," ? 388,248.00 "," ? 32,312.00 ",Online,COD
260,5/16/2024,Ryann,rketteman77@de.vu,Milk & Milk Products Cheese,Amravati," ? 9,516.00 "," ? 106,134.00 "," ? 65,618.00 ",Online,G-pay
261,5/5/2024,Holli,hby78@miibeian.gov.cn,Biscuits,Banglore," ? 7,571.00 "," ? 425,474.00 "," ? 18,817.00 ",Online,Card
262,1/24/2024,Marge,mweafer79@pen.io,Paneer & Tofu Batter & Chutney,Amravati," ? 9,321.00 "," ? 434,030.00 "," ? 83,013.00 ",Online,Card
263,3/28/2024,Belvia,bchittem7a@macromedia.com,Chips & Namkeens,Banglore," ? 7,257.00 "," ? 677,654.00 "," ? 25,670.00 ",Offline,G-pay
264,10/3/2024,Steffi,stweed7b@wired.com,Fresh Fruits,Delhi," ? 9,397.00 "," ? 382,288.00 "," ? 27,104.00 ",Offline,Card
265,7/20/2024,Maggie,mbrugemann7c@blogger.com,Pasta & Vermicelli,Mumbai," ? 8,302.00 "," ? 121,398.00 "," ? 60,052.00 ",Online,COD
266,10/17/2024,Zach,zbolter7d@cisco.com,Herbs & Others Premium Fruits & Vegetables,jaipur," ? 7,170.00 "," ? 191,704.00 "," ? 91,142.00 ",Online,paytm
267,3/19/2024,Deirdre,dbehnecke7e@chicagotribune.com,Milk & Milk Products Cheese,Delhi," ? 5,839.00 "," ? 273,537.00 "," ? 15,179.00 ",Online,paytm
268,11/28/2024,Corbet,cruss7f@weibo.com,Pasta & Vermicelli,Surat," ? 6,740.00 "," ? 710,134.00 "," ? 46,558.00 ",Offline,COD
269,8/18/2024,Filmer,fmoberley7g@mozilla.com,Basic Vegetables Roots,Kolkata," ? 8,955.00 "," ? 142,641.00 "," ? 94,859.00 ",Offline,COD
270,5/2/2024,Vi,vrizzillo7h@sciencedaily.com,Paneer & Tofu Batter & Chutney,," ? 5,774.00 "," ? 289,047.00 "," ? 18,192.00 ",Offline,G-pay
271,9/3/2024,Patricia,pgreenstock7i@godaddy.com,Paneer & Tofu Batter & Chutney,Banglore," ? 5,642.00 "," ? 533,652.00 "," ? 32,116.00 ",Offline,Card
272,5/4/2024,Tracy,tmahomet7j@linkedin.com,Milk & Milk Products Cheese,Amravati," ? 6,579.00 "," ? 776,357.00 "," ? 58,581.00 ",Online,COD
273,4/3/2024,Winifred,wfitchet7k@utexas.edu,Chocolates & Candies,Amravati," ? 5,589.00 "," ? 496,565.00 "," ? 78,532.00 ",Online,Card
274,8/27/2024,Janot,jroutham7l@twitter.com,Basic Vegetables Roots,Mumbai," ? 5,703.00 "," ? 753,363.00 "," ? 91,945.00 ",Online,Card
275,4/17/2024,Arvy,aalbertson7m@theglobeandmail.com,Chocolates & Candies,jaipur," ? 7,797.00 "," ? 322,603.00 "," ? 80,932.00 ",Online,G-pay
276,8/18/2024,Egor,edumphreys7n@typepad.com,Milk & Milk Products Cheese,Mumbai," ? 8,882.00 "," ? 993,711.00 "," ? 96,654.00 ",Online,Card
277,1/17/2024,Casper,celstob7o@seattletimes.com,Chocolates & Candies,Pune," ? 7,042.00 "," ? 568,723.00 "," ? 26,279.00 ",Offline,COD
278,4/21/2024,Camile,cderrington7p@harvard.edu,Pasta & Vermicelli,Mumbai," ? 5,441.00 "," ? 958,225.00 "," ? 82,608.00 ",Online,Card
279,2/29/2024,Susan,semblin7q@deviantart.com,Herbs & Others Premium Fruits & Vegetables,Banglore," ? 9,089.00 "," ? 132,115.00 "," ? 14,288.00 ",Online,paytm
280,9/1/2024,Demetris,dsuston7r@independent.co.uk,Chocolates & Candies,Pune," ? 9,854.00 "," ? 576,367.00 "," ? 73,464.00 ",Offline,Card
281,11/16/2024,Grove,glattey7s@flavors.me,Drinks & Juices,Amravati," ? 8,372.00 "," ? 556,926.00 "," ? 84,816.00 ",Online,Card
282,1/31/2024,Tory,thanretty7t@weebly.com,Biscuits,Delhi," ? 8,000.00 "," ? 456,220.00 "," ? 21,547.00 ",Online,COD
283,1/7/2024,Kerrill,kwickey7u@eepurl.com,Milk & Milk Products Cheese,Surat," ? 8,396.00 "," ? 943,531.00 "," ? 61,472.00 ",Online,G-pay
284,9/12/2024,Giff,ggarforth7v@clickbank.net,Paneer & Tofu Batter & Chutney,Rajkot," ? 7,733.00 "," ? 621,609.00 "," ? 10,077.00 ",Offline,G-pay
285,11/9/2024,Ansell,agreggs7w@nba.com,Chips & Namkeens,Surat," ? 7,713.00 "," ? 896,301.00 "," ? 89,417.00 ",Online,COD
286,11/10/2024,Marshal,mmetherell7x@intel.com,Milk & Milk Products Cheese,Surat," ? 5,104.00 "," ? 435,509.00 "," ? 96,349.00 ",Offline,Card
287,10/29/2024,Sherline,sausello7y@360.cn,Noodles,Delhi," ? 6,380.00 "," ? 568,343.00 "," ? 91,782.00 ",Offline,COD
288,6/15/2024,Rochette,rchomicki7z@indiegogo.com,Fresh Fruits,Surat," ? 8,736.00 "," ? 611,660.00 "," ? 71,409.00 ",Offline,Card
289,10/18/2024,Maurizio,mcanet80@toplist.cz,Herbs & Others Premium Fruits & Vegetables,Mumbai," ? 5,327.00 "," ? 464,404.00 "," ? 64,343.00 ",Online,Card
290,2/15/2024,Yolanda,ymarfell81@blogtalkradio.com,Chips & Namkeens,Rajkot," ? 6,476.00 "," ? 908,445.00 "," ? 70,080.00 ",Offline,G-pay
291,6/10/2024,Alecia,amaher82@apple.com,Biscuits,Delhi," ? 8,936.00 "," ? 200,739.00 "," ? 95,935.00 ",Online,G-pay
292,11/30/2024,Spense,ssimkiss83@free.fr,Drinks & Juices,Pune," ? 9,485.00 "," ? 682,336.00 "," ? 29,168.00 ",Online,G-pay
293,5/16/2024,Derrik,dgarriock84@friendfeed.com,Herbs & Others Premium Fruits & Vegetables,Pune," ? 7,766.00 "," ? 369,103.00 "," ? 34,483.00 ",Offline,Card
294,6/11/2024,Sybil,sloweth85@theatlantic.com,Paneer & Tofu Batter & Chutney,jaipur," ? 5,130.00 "," ? 609,369.00 "," ? 37,605.00 ",Online,G-pay
295,4/21/2024,Siusan,sscorthorne86@technorati.com,Chips & Namkeens,," ? 5,760.00 "," ? 695,525.00 "," ? 85,317.00 ",Offline,G-pay
296,4/7/2024,Penelope,pradbond87@vimeo.com,Chips & Namkeens,Surat," ? 6,020.00 "," ? 787,011.00 "," ? 77,941.00 ",Online,G-pay
297,8/26/2024,Irwin,ibennell88@t.co,Chips & Namkeens,Mumbai," ? 5,271.00 "," ? 480,970.00 "," ? 81,996.00 ",Online,G-pay
298,2/28/2024,Danila,dmeekings89@nba.com,Biscuits,Banglore," ? 7,408.00 "," ? 815,239.00 "," ? 18,739.00 ",Offline,COD
299,2/9/2024,Fonzie,fdelle8a@bigcartel.com,Herbs & Others Premium Fruits & Vegetables,jaipur," ? 7,798.00 "," ? 137,433.00 "," ? 35,727.00 ",Offline,Card
300,4/27/2024,Blythe,bmaslen8b@wikimedia.org,Milk & Milk Products Cheese,Banglore," ? 8,557.00 "," ? 538,853.00 "," ? 99,075.00 ",Offline,Card
301,9/15/2024,Cecile,csuermeiers8c@vinaora.com,Noodles,Amravati," ? 9,602.00 "," ? 910,320.00 "," ? 37,920.00 ",Online,G-pay
302,9/14/2024,Philis,ppolycote8d@hibu.com,Milk & Milk Products Cheese,Banglore," ? 8,768.00 "," ? 557,543.00 "," ? 49,692.00 ",Online,paytm
303,12/19/2023,Vanna,vmoncey8e@boston.com,Chocolates & Candies,Rajkot," ? 6,261.00 "," ? 666,096.00 "," ? 65,653.00 ",Offline,paytm
304,4/8/2024,Jolie,jappleby8f@newyorker.com,Noodles,Surat," ? 8,923.00 "," ? 815,050.00 "," ? 61,944.00 ",Offline,G-pay
305,2/6/2024,Janina,jobrogane8g@msn.com,Basic Vegetables Roots,Amravati," ? 7,708.00 "," ? 847,587.00 "," ? 86,786.00 ",Offline,G-pay
306,12/9/2023,Marcus,msimmers8h@apple.com,Paneer & Tofu Batter & Chutney,Rajkot," ? 7,773.00 "," ? 853,772.00 "," ? 82,254.00 ",Online,G-pay
307,2/26/2024,Russ,rmaster8i@wikipedia.org,Basic Vegetables Roots,Kolkata," ? 8,583.00 "," ? 227,682.00 "," ? 27,293.00 ",Online,G-pay
308,5/12/2024,Parry,pboltwood8j@hhs.gov,Chocolates & Candies,Surat," ? 8,373.00 "," ? 465,726.00 "," ? 62,459.00 ",Online,G-pay
309,10/19/2024,Emily,enoone8k@paginegialle.it,Fresh Fruits,Delhi," ? 7,374.00 "," ? 258,317.00 "," ? 43,360.00 ",Offline,paytm
310,3/20/2024,Merola,mkalaher8l@gravatar.com,Pasta & Vermicelli,Mumbai," ? 6,838.00 "," ? 638,784.00 "," ? 59,785.00 ",Offline,COD
311,3/21/2024,Rowena,rcollingwood8m@rakuten.co.jp,Pasta & Vermicelli,Amravati," ? 8,766.00 "," ? 566,484.00 "," ? 64,527.00 ",Offline,COD
312,3/14/2024,Roderick,rdudley8n@nymag.com,Noodles,," ? 8,398.00 "," ? 212,021.00 "," ? 22,910.00 ",Offline,paytm
313,6/21/2024,Celestine,cblaisdell8o@google.co.uk,Paneer & Tofu Batter & Chutney,," ? 7,884.00 "," ? 946,117.00 "," ? 36,763.00 ",Online,COD
314,2/8/2024,Tildie,tbidewel8p@webs.com,Paneer & Tofu Batter & Chutney,Mumbai," ? 6,153.00 "," ? 940,745.00 "," ? 63,006.00 ",Offline,COD
315,7/29/2024,Arlyne,apenman8q@fastcompany.com,Biscuits,Surat," ? 7,018.00 "," ? 962,534.00 "," ? 97,334.00 ",Offline,paytm
316,7/21/2024,Robby,rratcliffe8r@myspace.com,Noodles,Rajkot," ? 8,276.00 "," ? 828,378.00 "," ? 53,474.00 ",Online,G-pay
317,11/4/2024,Ada,amurrigan8s@ustream.tv,Milk & Milk Products Cheese,Amravati," ? 5,191.00 "," ? 680,710.00 "," ? 72,510.00 ",Online,paytm
318,10/17/2024,Sabina,smaciejak8t@fc2.com,Milk & Milk Products Cheese,Surat," ? 5,276.00 "," ? 740,975.00 "," ? 36,713.00 ",Online,G-pay
319,8/29/2024,Lea,lgaffey8u@state.tx.us,Basic Vegetables Roots,Kolkata," ? 7,119.00 "," ? 165,140.00 "," ? 89,652.00 ",Offline,paytm
320,2/4/2024,Griz,ggarett8v@mac.com,Chocolates & Candies,Banglore," ? 6,353.00 "," ? 116,640.00 "," ? 17,756.00 ",Online,COD
321,5/14/2024,Grata,gkinane8w@etsy.com,Herbs & Others Premium Fruits & Vegetables,Ahemdabad," ? 8,676.00 "," ? 916,709.00 "," ? 63,172.00 ",Online,COD
322,7/27/2024,Barny,broskrug8x@buzzfeed.com,Paneer & Tofu Batter & Chutney,Banglore," ? 8,050.00 "," ? 965,792.00 "," ? 74,327.00 ",Offline,paytm
323,9/27/2024,Vicky,vbrou8y@about.me,Chips & Namkeens,Banglore," ? 5,241.00 "," ? 371,033.00 "," ? 93,327.00 ",Offline,COD
324,1/3/2024,Horton,hbalfre8z@stanford.edu,Basic Vegetables Roots,Mumbai," ? 9,292.00 "," ? 550,957.00 "," ? 92,471.00 ",Online,Card
325,12/14/2023,Sharon,schipping90@ifeng.com,Biscuits,Hyderabad," ? 5,092.00 "," ? 911,245.00 "," ? 75,254.00 ",Online,COD
326,5/13/2024,Duky,dfraney91@issuu.com,Biscuits,Banglore," ? 6,504.00 "," ? 884,409.00 "," ? 16,934.00 ",Online,G-pay
327,5/1/2024,Fred,flaurence92@engadget.com,Herbs & Others Premium Fruits & Vegetables,Ahemdabad," ? 5,559.00 "," ? 965,810.00 "," ? 15,077.00 ",Online,G-pay
